merchant_id,merchant_name,category,region,integration_type,years_on_visa,avg_monthly_volume_k,monthly_txn_count,avg_txn_size,dispute_rate_pct,support_tickets_monthly,volume_trend_pct,churn_label
518,Peak Market 518,Retail,Asia Pacific,Integrated,3.9,613.6,920,666.96,0.17,6,20.6,0
519,Express Hub 519,eCommerce,North America,Semi-integrated,9.3,385.1,1107,347.88,0.89,6,-5.9,0
520,Prime Market 520,Travel,MEA,Integrated,3.3,190.1,344,552.62,0.07,3,-1.8,1
521,Express Shop 521,eCommerce,Asia Pacific,Integrated,1.5,1842.4,1025,1797.46,0.48,4,3.7,0
522,Direct Trade 522,Retail,North America,Semi-integrated,5.3,129.1,148,872.3,0.05,10,15.7,0
523,Express Market 523,Restaurant,Europe,Integrated,9.4,1361.9,2797,486.91,1.9,13,-21.7,1
524,Express Hub 524,Entertainment,Asia Pacific,Semi-integrated,10.3,8000.0,7136,1121.08,1.2,13,-17.2,0
525,Peak Pay 525,Restaurant,North America,Manual,8.9,5322.7,10433,510.18,0.69,9,8.0,0
526,Global Commerce 526,Restaurant,Europe,Integrated,6.9,80.9,113,715.93,0.41,13,32.0,0
527,Express Payments 527,Services,Asia Pacific,Manual,8.8,313.7,575,545.57,1.89,10,7.5,1
528,Global Transact 528,Retail,MEA,Manual,8.3,1199.9,605,1983.31,0.21,6,-7.8,0
529,Express Hub 529,Services,North America,Semi-integrated,3.2,602.8,1579,381.76,0.37,6,-35.0,1
530,Smart Shop 530,Services,Asia Pacific,Semi-integrated,6.8,93.8,131,716.03,0.06,9,27.1,0
531,Smart Pay 531,Travel,MEA,Semi-integrated,9.4,1140.8,970,1176.08,0.38,5,-6.7,0
532,Express Market 532,Retail,MEA,Semi-integrated,4.1,655.9,1046,627.06,0.72,13,-14.9,1
533,Prime Shop 533,Retail,MEA,Semi-integrated,8.0,8000.0,13723,582.96,0.63,3,-26.3,0
534,Digital Transact 534,Restaurant,North America,Integrated,6.0,466.6,976,478.07,1.47,0,-20.8,0
535,Peak Market 535,Travel,MEA,Manual,6.3,3412.5,6181,552.1,1.94,8,-11.2,1
536,Digital Transact 536,Retail,MEA,Semi-integrated,1.5,112.9,68,1660.29,0.88,1,3.2,1
537,Swift Hub 537,eCommerce,Europe,Semi-integrated,8.2,157.7,422,373.7,0.14,3,-16.2,0
538,Digital Shop 538,Retail,Asia Pacific,Integrated,10.5,1826.8,2998,609.34,0.56,6,11.7,0
539,Smart Payments 539,Travel,Asia Pacific,Integrated,2.1,3032.7,2100,1444.14,2.6,0,3.1,0
540,Swift Pay 540,Retail,Asia Pacific,Semi-integrated,4.7,174.1,423,411.58,2.47,4,52.4,0
541,Swift Trade 541,Entertainment,Europe,Semi-integrated,1.1,687.9,1479,465.11,0.8,9,-26.1,1
542,Global Market 542,Retail,MEA,Integrated,0.8,96.1,204,471.08,0.31,6,11.2,0
543,Prime Transact 543,Restaurant,MEA,Integrated,11.9,516.1,808,638.74,0.24,16,11.5,0
544,Prime Market 544,Restaurant,Europe,Integrated,6.2,2146.7,3276,655.28,0.13,1,-12.6,0
545,Prime Commerce 545,Entertainment,MEA,Semi-integrated,4.6,361.8,666,543.24,0.06,12,9.9,0
546,Express Market 546,Retail,Europe,Integrated,3.7,469.4,294,1596.6,0.71,10,23.4,0
547,Smart Pay 547,eCommerce,LAC,Manual,11.8,136.8,170,804.71,0.83,11,9.9,0
548,Direct Hub 548,Travel,Asia Pacific,Integrated,3.4,268.4,797,336.76,0.51,12,35.7,0
549,Swift Market 549,Travel,Asia Pacific,Integrated,8.8,7795.9,16803,463.96,1.96,0,-35.6,0
550,Prime Hub 550,Entertainment,North America,Integrated,3.8,736.6,1139,646.71,1.45,14,-8.8,1
551,Digital Shop 551,Entertainment,LAC,Semi-integrated,1.3,163.5,172,950.58,1.23,5,37.5,0
552,Digital Pay 552,eCommerce,Europe,Integrated,8.4,428.1,1011,423.44,1.01,11,26.2,0
553,Express Shop 553,Entertainment,Europe,Semi-integrated,0.5,71.1,81,877.78,0.77,5,18.8,0
554,Digital Pay 554,Restaurant,North America,Manual,8.3,160.8,145,1108.97,0.13,7,32.7,0
555,Express Trade 555,Services,MEA,Integrated,3.4,4467.0,3959,1128.32,0.27,12,-30.3,1
556,Prime Commerce 556,Travel,North America,Semi-integrated,9.1,544.9,1265,430.75,0.83,16,23.9,0
557,Swift Trade 557,Entertainment,LAC,Integrated,9.4,8000.0,16856,474.61,0.67,15,29.3,0
558,Express Commerce 558,Services,MEA,Integrated,8.8,582.0,392,1484.69,0.35,13,-5.2,0
559,Smart Market 559,Entertainment,North America,Integrated,0.8,632.5,498,1270.08,0.05,9,60.0,0
560,Smart Pay 560,Services,Asia Pacific,Integrated,8.6,1631.5,3401,479.71,0.27,9,11.9,0
561,Swift Payments 561,Travel,Asia Pacific,Semi-integrated,11.9,15.8,50,316.0,1.23,17,-35.9,1
562,Digital Transact 562,Retail,Europe,Semi-integrated,3.3,886.2,1962,451.68,0.42,3,15.6,0
563,Prime Hub 563,eCommerce,LAC,Semi-integrated,3.7,621.1,586,1059.9,0.27,17,-6.4,1
564,Direct Market 564,Restaurant,Asia Pacific,Semi-integrated,9.9,5326.5,12338,431.72,1.45,11,31.3,0
565,Peak Commerce 565,Services,Asia Pacific,Semi-integrated,2.3,2567.1,7291,352.09,1.08,11,19.0,1
566,Prime Trade 566,Restaurant,Asia Pacific,Integrated,8.1,136.0,272,500.0,0.45,10,-4.0,0
567,Direct Transact 567,Restaurant,MEA,Integrated,9.2,3785.7,3749,1009.79,0.08,14,38.0,0
568,Smart Trade 568,Restaurant,LAC,Integrated,0.9,460.7,1013,454.79,0.61,12,26.8,0
569,Smart Shop 569,Travel,Europe,Semi-integrated,6.9,187.5,254,738.19,1.24,1,-8.6,0
570,Smart Payments 570,Travel,MEA,Manual,7.1,876.5,546,1605.31,0.36,14,5.0,1
571,Express Pay 571,Services,MEA,Integrated,4.0,500.8,628,797.45,0.14,13,18.3,0
572,Express Hub 572,eCommerce,MEA,Semi-integrated,10.6,5732.2,15843,361.81,1.17,16,0.7,1
573,Global Pay 573,Restaurant,LAC,Semi-integrated,2.4,1071.6,1637,654.61,0.66,16,1.3,1
574,Peak Trade 574,Retail,Europe,Semi-integrated,4.7,887.1,2361,375.73,0.89,17,8.7,1
575,Global Pay 575,Retail,LAC,Semi-integrated,10.3,2347.0,4158,564.45,0.56,0,-13.3,0
576,Digital Trade 576,eCommerce,Europe,Semi-integrated,2.7,3071.8,5506,557.9,0.65,11,-36.7,1
577,Digital Trade 577,Services,Europe,Semi-integrated,9.9,1992.3,1022,1949.41,0.07,16,12.8,0
578,Smart Hub 578,Travel,Asia Pacific,Manual,1.4,4852.5,10155,477.84,1.36,17,-31.8,1
579,Smart Shop 579,Services,MEA,Integrated,6.1,1559.6,1200,1299.67,0.42,9,-11.9,0
580,Digital Shop 580,Retail,Asia Pacific,Manual,1.4,841.1,1427,589.42,0.25,16,-27.4,1
581,Smart Trade 581,Retail,Europe,Integrated,8.3,3770.0,4338,869.06,0.21,15,-25.0,0
582,Peak Transact 582,Services,Asia Pacific,Semi-integrated,9.6,585.7,867,675.55,0.93,0,16.5,0
583,Global Transact 583,Retail,Europe,Integrated,10.3,696.8,1283,543.1,0.35,15,3.6,0
584,Direct Pay 584,Retail,LAC,Integrated,11.8,7407.2,3971,1865.32,0.61,11,2.8,0
585,Peak Shop 585,eCommerce,Europe,Integrated,8.2,6442.6,7804,825.55,0.24,10,-18.3,0
586,Swift Market 586,Services,Asia Pacific,Integrated,9.3,657.6,1955,336.37,0.38,3,-5.1,0
587,Smart Payments 587,Entertainment,Europe,Integrated,6.3,352.5,226,1559.73,0.19,16,15.5,0
588,Peak Pay 588,Retail,Europe,Integrated,11.0,5158.7,6698,770.19,0.92,5,7.0,0
589,Smart Shop 589,Services,MEA,Integrated,7.9,2039.8,2658,767.42,1.46,7,24.5,0
590,Express Trade 590,Services,Europe,Integrated,10.7,1034.6,1498,690.65,0.07,5,27.3,0
591,Prime Transact 591,Entertainment,North America,Semi-integrated,3.2,423.8,937,452.29,0.53,17,3.0,1
592,Express Hub 592,Services,Europe,Manual,6.2,1058.3,1184,893.83,0.47,8,-29.0,0
593,Prime Pay 593,Restaurant,Asia Pacific,Semi-integrated,8.9,645.2,1065,605.82,0.39,2,-7.1,0
594,Global Shop 594,Services,North America,Integrated,2.8,262.4,554,473.65,1.47,0,6.0,0
595,Global Transact 595,Restaurant,Europe,Integrated,2.9,796.8,1040,766.15,1.09,17,-7.5,1
596,Prime Shop 596,Entertainment,North America,Manual,11.7,964.5,2769,348.32,0.36,4,-13.1,0
597,Smart Payments 597,Travel,Asia Pacific,Integrated,5.5,393.3,1159,339.34,0.44,13,9.4,0
598,Global Pay 598,Entertainment,LAC,Integrated,2.6,2357.5,1884,1251.33,0.07,0,56.6,0
599,Direct Transact 599,Travel,MEA,Manual,4.3,4041.5,5494,735.62,0.05,16,-1.8,1
600,Peak Pay 600,Travel,Europe,Manual,5.1,2586.0,2637,980.66,0.7,11,7.9,1
601,Global Payments 601,Travel,MEA,Integrated,7.7,451.8,436,1036.24,0.18,4,-18.2,0
602,Peak Trade 602,Entertainment,Europe,Semi-integrated,11.1,1916.3,3310,578.94,0.29,16,32.9,0
603,Smart Commerce 603,Entertainment,LAC,Integrated,11.8,741.8,1416,523.87,1.26,5,25.5,0
604,Smart Shop 604,Retail,Asia Pacific,Semi-integrated,8.0,117.9,184,640.76,0.28,17,24.1,0
605,Express Shop 605,Entertainment,LAC,Integrated,8.5,1705.9,2015,846.6,1.51,10,35.2,0
606,Smart Payments 606,Travel,LAC,Integrated,4.2,816.1,976,836.17,0.58,8,-0.5,0
607,Prime Commerce 607,Restaurant,Asia Pacific,Semi-integrated,10.4,8000.0,23842,335.54,0.68,1,2.0,0
608,Global Shop 608,Travel,Europe,Integrated,3.0,5116.3,14372,355.99,0.3,4,42.2,0
609,Smart Trade 609,Services,Asia Pacific,Semi-integrated,1.7,1800.1,1241,1450.52,1.24,1,20.7,0
610,Express Transact 610,Services,MEA,Integrated,11.7,942.8,2018,467.2,0.05,15,-36.4,0
611,Peak Payments 611,Services,MEA,Manual,10.4,836.5,1373,609.25,1.15,1,17.1,0
612,Digital Market 612,eCommerce,MEA,Semi-integrated,4.0,163.2,362,450.83,0.46,2,-3.6,0
613,Prime Hub 613,Entertainment,North America,Integrated,8.3,58.3,116,502.59,0.69,2,26.0,0
614,Smart Commerce 614,eCommerce,Asia Pacific,Semi-integrated,5.9,196.1,534,367.23,2.19,17,16.2,1
615,Express Commerce 615,Entertainment,North America,Integrated,4.2,622.2,415,1499.28,0.68,17,-26.8,1
616,Peak Transact 616,Travel,LAC,Integrated,3.8,34.9,50,698.0,0.63,12,13.4,0
617,Swift Shop 617,Restaurant,MEA,Integrated,2.1,310.4,919,337.76,0.27,1,12.2,0
618,Global Payments 618,Restaurant,North America,Manual,6.8,470.3,449,1047.44,0.11,9,15.3,0
619,Digital Pay 619,Retail,LAC,Semi-integrated,5.6,492.0,402,1223.88,0.23,17,19.5,1
620,Digital Pay 620,Retail,MEA,Manual,6.4,263.4,611,431.1,1.53,1,37.9,0
621,Digital Payments 621,eCommerce,MEA,Manual,3.0,412.4,1007,409.53,2.56,14,16.3,1
622,Prime Market 622,eCommerce,Europe,Manual,11.3,7431.3,16205,458.58,0.38,0,8.5,0
623,Prime Payments 623,Retail,North America,Integrated,7.8,1680.8,4101,409.85,0.18,14,31.0,0
624,Prime Payments 624,eCommerce,MEA,Manual,10.8,303.6,678,447.79,0.38,9,52.9,0
625,Express Commerce 625,Travel,MEA,Semi-integrated,1.8,604.4,507,1192.11,1.8,15,26.3,1
626,Peak Payments 626,Restaurant,Asia Pacific,Integrated,7.7,639.3,1291,495.2,0.05,7,12.1,0
627,Direct Hub 627,eCommerce,MEA,Semi-integrated,10.3,227.0,554,409.75,0.05,14,16.7,0
628,Digital Trade 628,eCommerce,North America,Integrated,4.3,226.6,603,375.79,0.38,15,13.1,0
629,Prime Commerce 629,Travel,LAC,Integrated,2.7,2737.3,3053,896.59,1.13,5,8.4,0
630,Global Transact 630,eCommerce,North America,Integrated,3.5,369.6,302,1223.84,1.99,11,51.3,0
631,Swift Hub 631,Entertainment,MEA,Integrated,3.6,143.7,352,408.24,0.93,8,-7.0,1
632,Peak Transact 632,Restaurant,LAC,Integrated,5.6,626.2,714,877.03,0.33,7,31.1,0
633,Digital Market 633,eCommerce,MEA,Manual,4.2,784.6,454,1728.19,0.21,14,5.5,1
634,Global Pay 634,eCommerce,Asia Pacific,Semi-integrated,3.6,42.0,107,392.52,0.58,4,-21.6,1
635,Global Payments 635,Restaurant,North America,Semi-integrated,8.0,628.3,1108,567.06,0.36,2,4.2,0
636,Smart Trade 636,Entertainment,North America,Integrated,1.1,2242.1,2951,759.78,0.32,8,-2.9,0
637,Prime Hub 637,Restaurant,Europe,Integrated,4.4,1251.0,661,1892.59,1.72,14,19.6,0
638,Digital Hub 638,Restaurant,LAC,Integrated,8.4,8000.0,4706,1699.96,0.19,2,9.8,0
639,Digital Market 639,Entertainment,North America,Semi-integrated,2.5,3833.6,9513,402.99,1.37,6,-12.4,0
640,Digital Transact 640,Services,MEA,Integrated,3.0,5056.9,8719,579.99,0.57,12,37.4,0
641,Prime Commerce 641,Entertainment,Europe,Semi-integrated,2.8,8000.0,6994,1143.84,0.2,8,29.8,0
642,Digital Commerce 642,Services,Asia Pacific,Semi-integrated,0.5,1922.6,2684,716.32,0.46,10,39.7,0
643,Global Commerce 643,Services,Europe,Semi-integrated,5.9,835.7,763,1095.28,0.38,9,12.7,0
644,Smart Hub 644,eCommerce,Asia Pacific,Manual,0.9,2599.9,2033,1278.85,0.1,14,7.3,0
645,Express Pay 645,Entertainment,Asia Pacific,Integrated,3.6,304.0,361,842.11,0.05,15,22.1,0
646,Smart Shop 646,Restaurant,North America,Manual,11.9,773.4,1449,533.75,0.3,8,-3.5,0
647,Smart Shop 647,eCommerce,Asia Pacific,Semi-integrated,11.1,268.6,275,976.73,1.39,7,10.6,0
648,Smart Market 648,Travel,LAC,Semi-integrated,3.0,1161.2,1578,735.87,0.39,5,4.5,0
649,Peak Transact 649,Services,MEA,Semi-integrated,4.1,267.0,452,590.71,0.05,7,-21.2,0
650,Direct Commerce 650,Services,Europe,Semi-integrated,5.8,254.2,394,645.18,0.34,15,10.5,1
651,Digital Shop 651,eCommerce,MEA,Manual,10.2,1186.6,974,1218.28,0.06,9,-0.8,0
652,Prime Shop 652,Travel,MEA,Integrated,9.7,548.5,327,1677.37,0.49,12,3.1,0
653,Express Trade 653,Restaurant,MEA,Semi-integrated,2.0,44.8,50,896.0,0.05,7,15.3,0
654,Smart Payments 654,Entertainment,Europe,Semi-integrated,1.9,86.7,119,728.57,0.22,12,33.5,0
655,Digital Trade 655,Travel,MEA,Integrated,5.3,133.5,306,436.27,1.59,12,-9.0,0
656,Global Shop 656,Travel,Asia Pacific,Manual,10.5,193.2,159,1215.09,1.05,9,1.3,0
657,Digital Pay 657,Entertainment,North America,Integrated,10.6,1188.2,2931,405.39,0.84,16,-7.3,0
658,Express Shop 658,Travel,Europe,Semi-integrated,1.7,903.7,2068,436.99,1.72,15,-8.6,1
659,Swift Hub 659,Retail,LAC,Integrated,7.1,2955.4,1506,1962.42,0.41,2,-3.9,0
660,Global Pay 660,Restaurant,North America,Integrated,2.3,1908.2,1081,1765.22,0.06,4,4.1,0
661,Swift Pay 661,Restaurant,Asia Pacific,Semi-integrated,8.4,2982.9,2945,1012.87,0.62,17,19.7,1
662,Express Hub 662,Entertainment,LAC,Integrated,11.0,1558.9,998,1562.02,1.94,7,14.4,0
663,Peak Hub 663,Retail,North America,Integrated,5.7,892.1,1631,546.97,0.3,5,-13.1,0
664,Prime Pay 664,Restaurant,Asia Pacific,Integrated,1.5,3099.8,1856,1670.15,0.86,14,33.9,0
665,Prime Trade 665,Travel,Europe,Integrated,7.2,2409.5,6039,398.99,0.24,10,26.9,0
666,Prime Shop 666,Entertainment,Asia Pacific,Semi-integrated,5.2,1126.1,1950,577.49,0.22,2,-10.0,0
667,Swift Shop 667,Travel,Europe,Manual,9.8,3942.2,9145,431.08,1.17,1,32.5,0
668,Peak Shop 668,Services,MEA,Integrated,4.4,24.9,59,422.03,0.71,14,14.5,1
669,Express Hub 669,Services,North America,Semi-integrated,10.6,442.9,782,566.37,3.2,13,4.9,1
670,Smart Pay 670,Retail,MEA,Integrated,3.6,433.5,1219,355.62,0.29,6,15.2,0
671,Digital Trade 671,Services,LAC,Semi-integrated,2.3,3340.1,9938,336.09,0.06,15,7.5,0
672,Swift Commerce 672,Travel,MEA,Integrated,4.0,6002.6,8391,715.36,1.88,2,18.9,0
673,Global Payments 673,Travel,MEA,Integrated,0.9,87.3,71,1229.58,0.71,15,11.7,0
674,Digital Payments 674,Retail,North America,Integrated,3.7,4796.5,6753,710.28,1.28,1,1.3,0
675,Express Trade 675,Travel,MEA,Semi-integrated,8.1,129.0,136,948.53,0.6,11,-32.5,1
676,Smart Hub 676,Entertainment,Asia Pacific,Semi-integrated,2.1,134.6,245,549.39,1.32,15,18.5,1
677,Direct Trade 677,Travel,MEA,Integrated,1.8,479.1,692,692.34,0.46,11,0.5,0
678,Prime Payments 678,Retail,MEA,Semi-integrated,2.0,426.0,724,588.4,0.13,14,23.6,0
679,Digital Market 679,Travel,Asia Pacific,Semi-integrated,1.4,75.1,180,417.22,0.43,6,17.6,0
680,Global Hub 680,Services,Europe,Integrated,10.6,1652.1,1957,844.2,0.14,5,1.0,0
681,Global Shop 681,Entertainment,North America,Semi-integrated,11.4,1721.9,3174,542.5,0.45,4,28.5,0
682,Global Shop 682,Retail,North America,Manual,1.0,2909.3,3892,747.51,0.05,2,12.1,0
683,Swift Transact 683,Services,Europe,Integrated,9.2,362.6,892,406.5,1.12,4,11.3,0
684,Prime Shop 684,Services,MEA,Semi-integrated,9.0,629.3,1320,476.74,0.52,4,5.2,0
685,Global Transact 685,Restaurant,Asia Pacific,Integrated,12.0,637.4,332,1919.88,0.59,13,41.7,0
686,Global Market 686,Entertainment,Asia Pacific,Semi-integrated,4.5,7067.0,15194,465.12,0.29,3,-6.3,0
687,Global Pay 687,eCommerce,Europe,Integrated,3.8,12.6,50,252.0,0.4,2,1.5,0
688,Global Hub 688,Travel,Asia Pacific,Semi-integrated,5.7,174.2,402,433.33,1.87,13,-16.7,1
689,Swift Hub 689,eCommerce,LAC,Integrated,10.4,670.3,1285,521.63,0.32,9,22.5,0
690,Digital Shop 690,Entertainment,MEA,Semi-integrated,8.9,145.5,218,667.43,0.62,3,-3.6,0
691,Prime Hub 691,Services,LAC,Manual,5.9,463.3,1035,447.63,0.73,12,-1.4,1
692,Peak Shop 692,Entertainment,LAC,Integrated,3.3,557.5,1472,378.74,1.32,3,-2.3,0
693,Prime Shop 693,Services,MEA,Manual,8.9,264.9,648,408.8,0.37,14,9.3,1
694,Express Hub 694,Services,Asia Pacific,Manual,10.3,728.0,1356,536.87,0.49,0,-17.0,0
695,Global Payments 695,Retail,MEA,Manual,5.1,1602.6,3696,433.6,0.6,10,-36.9,1
696,Swift Trade 696,Restaurant,Europe,Integrated,8.2,477.8,733,651.84,0.14,10,17.2,0
697,Prime Shop 697,Entertainment,North America,Semi-integrated,5.1,352.7,872,404.47,1.29,6,-34.3,0
698,Direct Shop 698,Travel,Asia Pacific,Integrated,6.0,527.4,1356,388.94,0.28,12,25.1,0
699,Global Commerce 699,Retail,North America,Integrated,6.5,658.3,555,1186.13,0.05,6,39.2,0
700,Global Hub 700,Retail,North America,Manual,9.4,58.2,63,923.81,0.17,11,4.7,0
701,Express Pay 701,Travel,MEA,Semi-integrated,11.7,1269.2,1491,851.24,0.45,4,34.0,0
702,Swift Shop 702,Travel,LAC,Semi-integrated,5.6,353.8,323,1095.36,0.36,10,7.5,0
703,Direct Commerce 703,Restaurant,Europe,Integrated,4.4,3889.9,5762,675.1,0.62,13,40.0,0
704,Express Payments 704,Restaurant,MEA,Semi-integrated,4.8,1521.5,1495,1017.73,0.32,17,-1.1,1
705,Smart Shop 705,Retail,North America,Semi-integrated,2.0,3422.4,6806,502.85,0.56,6,-39.3,1
706,Smart Trade 706,Travel,Europe,Integrated,3.9,161.5,121,1334.71,1.17,8,6.4,1
707,Peak Transact 707,Retail,LAC,Manual,1.5,395.5,464,852.37,0.12,8,42.2,0
708,Prime Pay 708,Travel,Europe,Integrated,5.4,116.8,252,463.49,1.05,15,18.7,0
709,Prime Commerce 709,eCommerce,LAC,Integrated,2.4,247.8,370,669.73,0.35,17,-2.3,1
710,Smart Pay 710,eCommerce,MEA,Semi-integrated,4.5,3838.9,5964,643.68,2.05,11,14.6,1
711,Prime Payments 711,Entertainment,North America,Manual,9.6,5337.4,13315,400.86,0.5,14,27.4,0
712,Direct Trade 712,Travel,North America,Integrated,3.3,133.3,394,338.32,0.09,1,6.3,0
713,Prime Market 713,Entertainment,MEA,Integrated,7.5,350.2,669,523.47,1.07,13,60.0,0
714,Global Transact 714,Entertainment,Asia Pacific,Integrated,10.9,597.8,417,1433.57,0.58,14,-2.3,0
715,Global Pay 715,Services,Asia Pacific,Manual,7.0,1510.0,1143,1321.08,0.98,12,28.1,0
716,Digital Hub 716,Entertainment,Asia Pacific,Integrated,2.7,56.6,165,343.03,0.06,10,23.2,0
717,Smart Hub 717,Travel,Asia Pacific,Semi-integrated,4.5,70.5,154,457.79,0.05,16,-6.0,0
718,Swift Trade 718,eCommerce,LAC,Manual,7.3,1320.1,3143,420.01,0.08,11,-0.5,0
719,Peak Commerce 719,Restaurant,Asia Pacific,Integrated,6.3,43.4,95,456.84,0.19,15,28.4,0
720,Prime Shop 720,Travel,North America,Semi-integrated,2.2,355.8,337,1055.79,0.56,3,10.9,0
721,Smart Hub 721,Retail,LAC,Semi-integrated,5.6,834.6,1352,617.31,0.2,11,14.8,0
722,Global Pay 722,Services,LAC,Semi-integrated,6.7,1190.3,2970,400.77,0.85,7,-24.7,1
723,Direct Payments 723,Services,North America,Integrated,3.6,545.4,1453,375.36,0.06,15,21.1,0
724,Peak Hub 724,Retail,Europe,Integrated,7.5,398.6,435,916.32,0.07,15,13.7,0
725,Digital Trade 725,Entertainment,LAC,Integrated,1.3,2169.8,4317,502.62,2.92,15,6.7,1
726,Express Transact 726,Retail,LAC,Semi-integrated,4.4,991.6,885,1120.45,1.2,3,15.2,0
727,Prime Transact 727,Entertainment,North America,Semi-integrated,9.7,268.9,778,345.63,0.25,8,-0.2,0
728,Direct Hub 728,Retail,North America,Integrated,3.5,701.2,792,885.35,0.09,0,-3.8,0
729,Direct Shop 729,eCommerce,Asia Pacific,Integrated,7.5,1137.3,2634,431.78,0.54,17,3.2,0
730,Express Hub 730,Travel,Asia Pacific,Manual,5.2,7372.6,7946,927.84,0.07,4,-1.3,0
731,Peak Shop 731,Entertainment,MEA,Integrated,4.1,1999.9,4080,490.17,0.05,11,51.6,0
732,Peak Trade 732,eCommerce,Asia Pacific,Integrated,11.0,3642.3,7824,465.53,0.37,8,26.2,0
733,Swift Hub 733,Services,MEA,Semi-integrated,4.4,282.9,373,758.45,0.68,16,-11.4,1
734,Direct Transact 734,Entertainment,Europe,Integrated,3.2,319.3,813,392.74,0.16,14,48.7,0
735,Direct Market 735,Restaurant,Asia Pacific,Integrated,11.0,478.4,1298,368.57,0.24,13,-0.7,0
736,Express Commerce 736,Entertainment,North America,Integrated,9.1,544.0,1434,379.36,2.23,11,8.6,0
737,Prime Trade 737,Entertainment,Asia Pacific,Integrated,8.3,162.2,215,754.42,0.73,2,25.9,0
738,Prime Transact 738,eCommerce,North America,Semi-integrated,1.1,3914.0,9240,423.59,1.99,16,-31.4,1
739,Swift Market 739,Entertainment,Asia Pacific,Semi-integrated,2.0,2290.9,4349,526.76,0.77,1,3.3,0
740,Express Hub 740,Services,Europe,Semi-integrated,7.8,433.6,859,504.77,0.48,8,-3.5,0
741,Swift Hub 741,Entertainment,North America,Integrated,2.9,1633.4,2766,590.53,0.13,6,12.1,0
742,Digital Hub 742,Entertainment,North America,Semi-integrated,3.1,908.7,1817,500.11,0.05,7,15.4,0
743,Express Transact 743,Travel,Asia Pacific,Integrated,9.5,1822.1,1528,1192.47,0.41,17,6.5,0
744,Digital Hub 744,Restaurant,MEA,Semi-integrated,3.8,101.3,154,657.79,1.61,4,5.5,0
745,Direct Trade 745,Entertainment,North America,Integrated,1.3,542.4,512,1059.38,0.12,10,29.3,0
746,Smart Commerce 746,eCommerce,Asia Pacific,Semi-integrated,0.9,613.2,736,833.15,0.11,3,14.0,0
747,Digital Hub 747,Travel,Europe,Integrated,5.6,1592.6,1305,1220.38,0.88,16,8.8,0
748,Express Transact 748,Restaurant,MEA,Integrated,7.6,275.9,284,971.48,0.06,13,11.0,0
749,Peak Hub 749,Restaurant,Asia Pacific,Integrated,10.5,20.1,50,402.0,0.14,7,44.7,0
750,Express Trade 750,Retail,MEA,Integrated,1.8,146.3,274,533.94,1.18,1,11.5,0
751,Digital Payments 751,Services,Europe,Integrated,2.8,610.7,341,1790.91,0.13,2,-2.3,0
752,Digital Market 752,Retail,North America,Semi-integrated,6.6,727.4,1797,404.79,1.07,4,-30.2,1
753,Direct Commerce 753,Retail,Asia Pacific,Semi-integrated,4.7,7025.1,19485,360.54,0.68,7,-20.7,0
754,Swift Market 754,Services,LAC,Integrated,6.0,1503.9,4062,370.24,1.73,15,-1.3,1
755,Digital Payments 755,Travel,MEA,Manual,11.1,745.6,1906,391.19,0.68,2,5.8,0
756,Digital Trade 756,eCommerce,MEA,Semi-integrated,6.8,635.7,1894,335.64,0.07,10,-3.1,0
757,Swift Commerce 757,Entertainment,MEA,Manual,5.3,3120.8,6135,508.69,2.31,6,15.0,1
758,Swift Pay 758,eCommerce,LAC,Semi-integrated,11.9,291.2,846,344.21,0.07,0,-3.4,0
759,Digital Payments 759,Retail,Europe,Semi-integrated,1.2,546.5,1569,348.31,0.34,11,-10.3,1
760,Global Market 760,Entertainment,Asia Pacific,Semi-integrated,11.2,144.8,185,782.7,0.78,12,20.3,0
761,Peak Pay 761,Restaurant,North America,Semi-integrated,6.3,4848.7,12890,376.16,0.27,17,35.4,1
762,Prime Commerce 762,Travel,Asia Pacific,Manual,6.3,1152.3,2859,403.04,0.16,9,-14.1,0
763,Prime Payments 763,Services,Europe,Integrated,11.1,247.0,602,410.3,0.65,5,12.9,0
764,Swift Transact 764,Services,North America,Integrated,6.3,566.7,1553,364.91,0.09,15,-30.1,1
765,Direct Trade 765,eCommerce,Europe,Integrated,5.5,1357.7,1982,685.02,0.05,4,-21.5,0
766,Direct Market 766,Entertainment,Asia Pacific,Manual,3.6,468.2,702,666.95,0.31,12,-3.8,0
767,Smart Pay 767,Travel,Europe,Integrated,8.1,314.7,660,476.82,2.12,16,30.7,1
768,Direct Trade 768,eCommerce,MEA,Semi-integrated,7.1,266.1,623,427.13,0.65,0,-7.6,0
769,Smart Hub 769,Retail,Asia Pacific,Semi-integrated,3.0,1069.1,2885,370.57,0.12,16,-8.3,1
770,Swift Market 770,eCommerce,MEA,Manual,8.7,402.9,1083,372.02,1.39,3,8.7,0
771,Swift Trade 771,Travel,LAC,Integrated,7.9,352.4,811,434.53,0.06,8,8.7,0
772,Digital Trade 772,Services,North America,Semi-integrated,5.1,102.5,296,346.28,1.86,4,-7.7,0
773,Smart Hub 773,Retail,Europe,Manual,0.6,741.5,701,1057.77,0.58,2,47.7,0
774,Prime Shop 774,Entertainment,LAC,Integrated,5.6,516.1,1484,347.78,0.05,12,2.7,0
775,Direct Commerce 775,Services,Asia Pacific,Semi-integrated,0.6,424.0,280,1514.29,0.82,8,10.3,1
776,Smart Commerce 776,Services,Europe,Integrated,1.4,878.6,1659,529.6,0.5,9,-0.0,0
